YY,DD,MM,Seasons,Home team,Away team,Home ID,Away ID,End of regulation score,Home final score,Away final score,Winning team,Total score,Home odds 1,Away odds 1,Home odds 2,Away odds 2,Home odds 3,Away odds 3
2010,1,May,2009/2010,Utah Jazz,Denver Nuggets,UTA,DEN,,112,104,H,216,,,1.54,2.66,1.5,2.7
2010,1,May,2009/2010,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,,94,95,A,189,,,1.86,2.04,1.8,2.04
2010,30,Apr,2009/2010,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,,69,83,A,152,,,2.16,1.78,2.15,1.74
2010,30,Apr,2009/2010,Portland Trail Blazers,Phoenix Suns,POR,PHX,,90,99,A,189,,,1.86,2.04,1.83,2
2010,30,Apr,2009/2010,San Antonio Spurs,Dallas Mavericks,SAS,DAL,,97,87,H,184,,,1.59,2.52,1.6,2.45
2010,29,Apr,2009/2010,Denver Nuggets,Utah Jazz,DEN,UTA,,116,102,H,218,,,1.31,3.85,1.33,3.4
2010,29,Apr,2009/2010,Atlanta Hawks,Milwaukee Bucks,ATL,MIL,,87,91,A,178,,,1.18,5.61,1.15,5.5
2010,28,Apr,2009/2010,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,,111,87,H,198,,,1.34,3.6,1.37,3.2
2010,28,Apr,2009/2010,Dallas Mavericks,San Antonio Spurs,DAL,SAS,,103,81,H,184,,,1.43,3.05,1.45,2.8
2010,28,Apr,2009/2010,Cleveland Cavaliers,Chicago Bulls,CLE,CHI,,96,94,H,190,,,1.06,12.25,1.05,12
2010,27,Apr,2009/2010,Boston Celtics,Miami Heat,BOS,MIA,,96,86,H,182,,,1.35,3.52,1.37,3.2
2010,27,Apr,2009/2010,Phoenix Suns,Portland Trail Blazers,PHX,POR,,107,88,H,195,,,1.29,4.01,1.33,3.4
2010,27,Apr,2009/2010,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,,111,104,H,215,,,2.19,1.76,2.04,1.8
2010,27,Apr,2009/2010,Charlotte Hornets,Orlando Magic,CHA,ORL,,90,99,A,189,,,2.65,1.55,2.7,1.5
2010,26,Apr,2009/2010,Utah Jazz,Denver Nuggets,UTA,DEN,,117,106,H,223,,,,,1.76,2.1
2010,25,Apr,2009/2010,San Antonio Spurs,Dallas Mavericks,SAS,DAL,,92,89,H,181,,,,,1.71,2.2
2010,25,Apr,2009/2010,Chicago Bulls,Cleveland Cavaliers,CHI,CLE,,98,121,A,219,,,,,3.1,1.4
2010,25,Apr,2009/2010,Miami Heat,Boston Celtics,MIA,BOS,,101,92,H,193,,,,,1.86,1.95
2010,25,Apr,2009/2010,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,,110,89,H,199,,,1.78,2.16,1.76,2.1
2010,24,Apr,2009/2010,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,,107,89,H,196,,,1.86,2.04,1.95,1.86
2010,24,Apr,2009/2010,Portland Trail Blazers,Phoenix Suns,POR,PHX,,96,87,H,183,,,2.11,1.81,2,1.83
2010,24,Apr,2009/2010,Charlotte Hornets,Orlando Magic,CHA,ORL,,86,90,A,176,,,2.2,1.75,2.1,1.76
2010,24,Apr,2009/2010,Utah Jazz,Denver Nuggets,UTA,DEN,,105,93,H,198,,,1.71,2.27,1.62,2.4
2010,24,Apr,2009/2010,San Antonio Spurs,Dallas Mavericks,SAS,DAL,,94,90,H,184,,,1.59,2.52,1.58,2.5
2010,23,Apr,2009/2010,Miami Heat,Boston Celtics,MIA,BOS,,98,100,A,198,,,1.56,2.6,1.55,2.6
2010,23,Apr,2009/2010,Portland Trail Blazers,Phoenix Suns,POR,PHX,,89,108,A,197,,,1.85,2.06,1.9,1.9
2010,23,Apr,2009/2010,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,,101,96,H,197,,,1.67,2.36,1.68,2.25
2010,22,Apr,2009/2010,Chicago Bulls,Cleveland Cavaliers,CHI,CLE,,108,106,H,214,,,2.58,1.57,2.54,1.57
2010,22,Apr,2009/2010,Dallas Mavericks,San Antonio Spurs,DAL,SAS,,88,102,A,190,,,1.59,2.52,1.55,2.6
2010,21,Apr,2009/2010,Orlando Magic,Charlotte Hornets,ORL,CHA,,92,77,H,169,,,1.21,5,1.2,4.75
2010,21,Apr,2009/2010,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,,95,92,H,187,,,1.36,3.48,1.33,3.4
2010,21,Apr,2009/2010,Phoenix Suns,Portland Trail Blazers,PHX,POR,,119,90,H,209,,,1.22,4.97,1.23,4.25
2010,21,Apr,2009/2010,Boston Celtics,Miami Heat,BOS,MIA,,106,77,H,183,,,1.91,2,1.83,2
2010,20,Apr,2009/2010,Atlanta Hawks,Milwaukee Bucks,ATL,MIL,,96,86,H,182,,,1.29,4.01,1.27,3.8
2010,20,Apr,2009/2010,Denver Nuggets,Utah Jazz,DEN,UTA,,111,114,A,225,,,1.33,3.64,1.31,3.6
2010,20,Apr,2009/2010,Cleveland Cavaliers,Chicago Bulls,CLE,CHI,,112,102,H,214,,,1.13,6.87,1.12,6.25
2010,19,Apr,2009/2010,Phoenix Suns,Portland Trail Blazers,PHX,POR,,100,105,A,205,,,1.33,3.64,1.33,3.4
2010,19,Apr,2009/2010,Dallas Mavericks,San Antonio Spurs,DAL,SAS,,100,94,H,194,,,1.57,2.58,1.54,2.65
2010,18,Apr,2009/2010,Orlando Magic,Charlotte Hornets,ORL,CHA,,98,89,H,187,,,1.18,5.61,1.2,4.75
2010,18,Apr,2009/2010,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,,87,79,H,166,,,1.28,4.13,1.25,4.2
2010,18,Apr,2009/2010,Denver Nuggets,Utah Jazz,DEN,UTA,,126,113,H,239,,,1.47,2.93,1.43,2.9
2010,18,Apr,2009/2010,Boston Celtics,Miami Heat,BOS,MIA,,85,76,H,161,,,1.56,2.62,1.5,2.7
2010,17,Apr,2009/2010,Atlanta Hawks,Milwaukee Bucks,ATL,MIL,,102,92,H,194,,,1.25,4.5,1.25,4.2
2010,17,Apr,2009/2010,Cleveland Cavaliers,Chicago Bulls,CLE,CHI,,96,83,H,179,,,1.12,7.71,1.08,8.5
2010,15,Apr,2009/2010,Los Angeles Clippers,Los Angeles Lakers,LAC,LAL,,107,91,H,198,,,,,3.15,1.38
2010,15,Apr,2009/2010,Portland Trail Blazers,Golden State Warriors,POR,GSW,,116,122,A,238,,,,,1.18,5.25
2010,15,Apr,2009/2010,Utah Jazz,Phoenix Suns,UTA,PHX,,86,100,A,186,,,1.42,3.14,1.37,3.2
2010,15,Apr,2009/2010,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,,99,83,H,182,,,,,1.4,3.1
2010,15,Apr,2009/2010,Boston Celtics,Milwaukee Bucks,BOS,MIL,,95,106,A,201,,,,,1.83,2
2010,15,Apr,2009/2010,Charlotte Hornets,Chicago Bulls,CHA,CHI,,89,98,A,187,,,,,2.29,1.66
2010,15,Apr,2009/2010,Dallas Mavericks,San Antonio Spurs,DAL,SAS,,96,89,H,185,,,1.38,3.31,1.32,3.5
2010,15,Apr,2009/2010,Houston Rockets,New Orleans Pelicans,HOU,NOP,,115,123,A,238,,,1.34,3.56,1.31,3.6
2010,15,Apr,2009/2010,Miami Heat,Brooklyn Nets,MIA,BKN,78,94,86,H,180,,,1.14,6.34,1.13,6
2010,15,Apr,2009/2010,Minnesota Timberwolves,Detroit Pistons,MIN,DET,,98,103,A,201,,,,,1.57,2.54
2010,15,Apr,2009/2010,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,,114,105,H,219,,,,,1.37,3.2
2010,15,Apr,2009/2010,Orlando Magic,Philadelphia 76ers,ORL,PHI,,125,111,H,236,,,1.12,7.38,1.11,6.75
2010,15,Apr,2009/2010,Toronto Raptors,New York Knicks,TOR,NYK,,131,113,H,244,,,1.27,4.22,1.25,4.09
2010,15,Apr,2009/2010,Washington Wizards,Indiana Pacers,WAS,IND,,98,97,H,195,,,2.14,1.79,2.2,1.71
2010,14,Apr,2009/2010,Golden State Warriors,Utah Jazz,GSW,UTA,,94,103,A,197,,,3.81,1.31,3.7,1.29
2010,14,Apr,2009/2010,Los Angeles Lakers,Sacramento Kings,LAL,SAC,,106,100,H,206,,,1.31,3.85,1.32,3.5
2010,14,Apr,2009/2010,Phoenix Suns,Denver Nuggets,PHX,DEN,,123,101,H,224,,,1.42,3.14,1.38,3.15
2010,14,Apr,2009/2010,Chicago Bulls,Boston Celtics,CHI,BOS,,101,93,H,194,,,1.43,3.05,1.4,3.1
2010,13,Apr,2009/2010,Los Angeles Clippers,Dallas Mavericks,LAC,DAL,,94,117,A,211,,,6.48,1.14,6,1.13
2010,13,Apr,2009/2010,Portland Trail Blazers,Oklahoma City Thunder,POR,OKC,,103,95,H,198,,,1.79,2.15,1.76,2.1
2010,13,Apr,2009/2010,Sacramento Kings,Houston Rockets,SAC,HOU,,107,117,A,224,,,1.8,2.13,1.8,2.04
2010,13,Apr,2009/2010,Denver Nuggets,Memphis Grizzlies,DEN,MEM,,123,101,H,224,,,1.13,6.69,1.12,6.5
2010,13,Apr,2009/2010,San Antonio Spurs,Minnesota Timberwolves,SAS,MIN,,133,111,H,244,,,1.05,14,1.05,12
2010,13,Apr,2009/2010,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,,96,104,A,200,,,1.99,1.92,2,1.83
2010,12,Apr,2009/2010,Brooklyn Nets,Charlotte Hornets,BKN,CHA,,95,105,A,200,,,2.93,1.47,3,1.41
2010,12,Apr,2009/2010,Detroit Pistons,Toronto Raptors,DET,TOR,,97,111,A,208,,,1.85,2.06,1.86,1.95
2010,12,Apr,2009/2010,New York Knicks,Washington Wizards,NYK,WAS,,114,103,H,217,,,1.64,2.41,1.6,2.45
2010,12,Apr,2009/2010,Indiana Pacers,Orlando Magic,IND,ORL,,98,118,A,216,,,2.42,1.64,2.4,1.62
2010,12,Apr,2009/2010,Philadelphia 76ers,Miami Heat,PHI,MIA,,105,107,A,212,,,2.58,1.57,2.6,1.55
2010,12,Apr,2009/2010,Golden State Warriors,Oklahoma City Thunder,GSW,OKC,,120,117,H,237,,,3.89,1.3,3.5,1.32
2010,12,Apr,2009/2010,Phoenix Suns,Houston Rockets,PHX,HOU,,116,106,H,222,,,1.22,4.97,1.2,4.75
2010,11,Apr,2009/2010,New Orleans Pelicans,Minnesota Timberwolves,NOP,MIN,,114,86,H,200,,,1.53,2.69,1.45,2.8
2010,11,Apr,2009/2010,New York Knicks,Miami Heat,NYK,MIA,,98,111,A,209,,,2.88,1.48,2.8,1.45
2010,11,Apr,2009/2010,Toronto Raptors,Chicago Bulls,TOR,CHI,,88,104,A,192,,,2.18,1.77,2.1,1.76
2010,11,Apr,2009/2010,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,,88,91,A,179,,,1.56,2.61,1.55,2.6
2010,11,Apr,2009/2010,Cleveland Cavaliers,Orlando Magic,CLE,ORL,,92,98,A,190,,,2.66,1.54,2.54,1.57
2010,11,Apr,2009/2010,Los Angeles Clippers,Golden State Warriors,LAC,GSW,,107,104,H,211,,,1.75,2.21,1.74,2.15
2010,11,Apr,2009/2010,Sacramento Kings,Dallas Mavericks,SAC,DAL,,108,126,A,234,,,2.58,1.57,2.6,1.55
2010,11,Apr,2009/2010,Denver Nuggets,San Antonio Spurs,DEN,SAS,,85,104,A,189,,,1.34,3.6,1.31,3.6
2010,11,Apr,2009/2010,Milwaukee Bucks,Boston Celtics,MIL,BOS,,90,105,A,195,,,1.77,2.18,1.74,2.15
2010,11,Apr,2009/2010,Memphis Grizzlies,Philadelphia 76ers,MEM,PHI,,101,120,A,221,,,1.36,3.44,1.31,3.6
2010,10,Apr,2009/2010,Charlotte Hornets,Detroit Pistons,CHA,DET,,99,95,H,194,,,,,1.41,3
2010,10,Apr,2009/2010,Indiana Pacers,Brooklyn Nets,IND,BKN,,115,102,H,217,,,1.12,7.38,1.11,7
2010,10,Apr,2009/2010,Washington Wizards,Atlanta Hawks,WAS,ATL,,95,105,A,200,,,3.12,1.44,3,1.38
2010,10,Apr,2009/2010,Portland Trail Blazers,Dallas Mavericks,POR,DAL,,77,83,A,160,,,1.43,3.05,1.54,2.65
2010,10,Apr,2009/2010,Houston Rockets,Charlotte Hornets,HOU,CHA,,97,90,H,187,,,1.9,2,1.83,2
2010,10,Apr,2009/2010,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,,99,107,A,206,,,1.13,6.69,1.13,6
2010,10,Apr,2009/2010,Brooklyn Nets,Chicago Bulls,BKN,CHI,103,127,116,H,243,,,3.1,1.43,3,1.41
2010,10,Apr,2009/2010,Minnesota Timberwolves,Los Angeles Lakers,MIN,LAL,,88,97,A,185,,,3.01,1.44,2.9,1.43
2010,10,Apr,2009/2010,New Orleans Pelicans,Utah Jazz,NOP,UTA,,103,114,A,217,,,3.85,1.31,3.4,1.33
2010,10,Apr,2009/2010,Oklahoma City Thunder,Phoenix Suns,OKC,PHX,,96,91,H,187,,,1.57,2.58,1.64,2.35
2010,9,Apr,2009/2010,Atlanta Hawks,Toronto Raptors,ATL,TOR,,107,101,H,208,,,1.18,5.61,1.18,5.25
2010,9,Apr,2009/2010,Boston Celtics,Washington Wizards,BOS,WAS,,96,106,A,202,,,1.12,7.38,1.11,6.75
2010,9,Apr,2009/2010,Cleveland Cavaliers,Indiana Pacers,CLE,IND,,113,116,A,229,,,1.78,2.16,1.8,2.04
2010,9,Apr,2009/2010,Miami Heat,Detroit Pistons,MIA,DET,,99,106,A,205,,,1.12,7.04,1.11,6.75
2010,9,Apr,2009/2010,Orlando Magic,New York Knicks,ORL,NYK,,118,103,H,221,,,1.12,7.38,1.11,6.75
2010,10,Apr,2009/2010,Philadelphia 76ers,Milwaukee Bucks,PHI,MIL,,90,95,A,185,,,2.52,1.59,2.7,1.5
2010,9,Apr,2009/2010,Denver Nuggets,Los Angeles Lakers,DEN,LAL,,98,96,H,194,,,1.83,2.09,1.8,2.04
2010,9,Apr,2009/2010,Sacramento Kings,Los Angeles Clippers,SAC,LAC,,116,94,H,210,,,1.37,3.37,1.36,3.25
2010,9,Apr,2009/2010,Chicago Bulls,Cleveland Cavaliers,CHI,CLE,,109,108,H,217,,,1.77,2.18,1.76,2.1
2010,8,Apr,2009/2010,Los Angeles Clippers,Portland Trail Blazers,LAC,POR,,85,93,A,178,,,4.05,1.29,3.7,1.29
2010,8,Apr,2009/2010,Phoenix Suns,San Antonio Spurs,PHX,SAS,,112,101,H,213,,,1.33,3.69,1.32,3.5
2010,8,Apr,2009/2010,Dallas Mavericks,Memphis Grizzlies,DAL,MEM,,110,84,H,194,,,1.21,5.12,1.2,4.75
2010,8,Apr,2009/2010,Houston Rockets,Utah Jazz,HOU,UTA,,113,96,H,209,,,2.84,1.49,2.8,1.45
2010,8,Apr,2009/2010,Milwaukee Bucks,Brooklyn Nets,MIL,BKN,,108,89,H,197,,,1.29,4.05,1.23,4.25
2010,8,Apr,2009/2010,Minnesota Timberwolves,Golden State Warriors,MIN,GSW,,107,116,A,223,,,1.76,2.19,1.76,2.1
2010,8,Apr,2009/2010,New Orleans Pelicans,Charlotte Hornets,NOP,CHA,,103,104,A,207,,,2.06,1.85,2,1.83
2010,8,Apr,2009/2010,Oklahoma City Thunder,Denver Nuggets,OKC,DEN,,94,98,A,192,,,1.88,2.02,1.8,2.04
2010,7,Apr,2009/2010,Detroit Pistons,Atlanta Hawks,DET,ATL,,90,88,H,178,,,2.66,1.54,2.65,1.54
2010,7,Apr,2009/2010,Miami Heat,Philadelphia 76ers,MIA,PHI,,99,95,H,194,,,1.11,8.36,1.1,7.5
2010,7,Apr,2009/2010,Indiana Pacers,New York Knicks,IND,NYK,,113,105,H,218,,,1.17,5.8,1.15,5.5
2010,8,Apr,2009/2010,Orlando Magic,Washington Wizards,ORL,WAS,,121,94,H,215,,,1.06,12.5,1.05,11
2010,7,Apr,2009/2010,Toronto Raptors,Boston Celtics,TOR,BOS,,104,115,A,219,,,3.22,1.4,3.2,1.37
2010,7,Apr,2009/2010,Sacramento Kings,San Antonio Spurs,SAC,SAS,,86,95,A,181,,,3.31,1.38,3.25,1.36
2010,7,Apr,2009/2010,Utah Jazz,Oklahoma City Thunder,UTA,OKC,129,140,139,H,279,,,1.45,2.97,1.41,3
2010,7,Apr,2009/2010,Chicago Bulls,Milwaukee Bucks,CHI,MIL,,74,79,A,153,,,1.37,3.39,1.35,3.3
2010,7,Apr,2009/2010,Memphis Grizzlies,Houston Rockets,MEM,HOU,,103,113,A,216,,,1.56,2.62,1.57,2.54
2010,6,Apr,2009/2010,New York Knicks,Boston Celtics,NYK,BOS,,104,101,H,205,,,3.24,1.4,3.2,1.37
2010,6,Apr,2009/2010,Charlotte Hornets,Atlanta Hawks,CHA,ATL,,109,100,H,209,,,1.54,2.66,1.57,2.54
2010,6,Apr,2009/2010,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,,113,101,H,214,,,,,1.37,3.2
2010,6,Apr,2009/2010,Philadelphia 76ers,Detroit Pistons,PHI,DET,,103,124,A,227,,,1.55,2.65,1.5,2.7
2010,7,Apr,2009/2010,Washington Wizards,Golden State Warriors,WAS,GSW,,112,94,H,206,,,2.24,1.73,2.2,1.71
2010,5,Apr,2009/2010,Los Angeles Clippers,New York Knicks,LAC,NYK,,107,113,A,220,,,1.73,2.24,1.68,2.25
2010,4,Apr,2009/2010,Oklahoma City Thunder,Minnesota Timberwolves,OKC,MIN,,116,108,H,224,,,1.1,8.6,1.09,8
2010,4,Apr,2009/2010,Indiana Pacers,Houston Rockets,IND,HOU,,133,102,H,235,,,1.49,2.84,1.47,2.75
2010,4,Apr,2009/2010,Orlando Magic,Memphis Grizzlies,ORL,MEM,,107,92,H,199,,,1.13,6.94,1.12,6.25
2010,4,Apr,2009/2010,Toronto Raptors,Golden State Warriors,TOR,GSW,,112,113,A,225,,,1.31,3.85,1.28,3.75
2010,4,Apr,2009/2010,Washington Wizards,Brooklyn Nets,WAS,BKN,,109,99,H,208,,,1.61,2.49,1.6,2.45
2010,4,Apr,2009/2010,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,,81,100,A,181,,,1.43,3.05,1.4,3.1
2010,4,Apr,2009/2010,Boston Celtics,Cleveland Cavaliers,BOS,CLE,,117,113,H,230,,,2.06,1.85,2.1,1.76
2010,4,Apr,2009/2010,Sacramento Kings,Portland Trail Blazers,SAC,POR,,87,98,A,185,,,3.39,1.37,3.3,1.35
2010,4,Apr,2009/2010,Denver Nuggets,Los Angeles Clippers,DEN,LAC,,98,90,H,188,,,1.04,14.5,1.04,13
2010,4,Apr,2009/2010,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,,116,121,A,237,,,1.63,2.44,1.6,2.45
2010,4,Apr,2009/2010,Milwaukee Bucks,Phoenix Suns,MIL,PHX,,107,98,H,205,,,1.78,2.17,1.74,2.15
2010,4,Apr,2009/2010,Chicago Bulls,Charlotte Hornets,CHI,CHA,,96,88,H,184,,,1.64,2.42,1.64,2.35
2010,4,Apr,2009/2010,Minnesota Timberwolves,Miami Heat,MIN,MIA,,84,97,A,181,,,2.97,1.45,2.8,1.45
2010,3,Apr,2009/2010,Brooklyn Nets,New Orleans Pelicans,BKN,NOP,,115,87,H,202,,,2.11,1.81,2.1,1.76
2010,3,Apr,2009/2010,Atlanta Hawks,Detroit Pistons,ATL,DET,,91,85,H,176,,,1.04,15,1.04,13
2010,3,Apr,2009/2010,Philadelphia 76ers,Toronto Raptors,PHI,TOR,114,123,128,A,251,,,2.66,1.54,2.7,1.5
2010,3,Apr,2009/2010,Golden State Warriors,New York Knicks,GSW,NYK,,128,117,H,245,,,1.6,2.5,1.6,2.45
2010,3,Apr,2009/2010,Los Angeles Lakers,Utah Jazz,LAL,UTA,,106,92,H,198,,,1.56,2.62,1.5,2.7
2010,3,Apr,2009/2010,San Antonio Spurs,Orlando Magic,SAS,ORL,,112,100,H,212,,,1.61,2.49,1.6,2.45
2010,3,Apr,2009/2010,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL,,93,88,H,181,,,1.45,2.97,1.42,2.95
2010,3,Apr,2009/2010,Detroit Pistons,Phoenix Suns,DET,PHX,,94,109,A,203,,,4.97,1.22,4.75,1.2
2010,3,Apr,2009/2010,Memphis Grizzlies,New Orleans Pelicans,MEM,NOP,,107,96,H,203,,,1.63,2.44,1.6,2.45
2010,2,Apr,2009/2010,Boston Celtics,Houston Rockets,BOS,HOU,109,114,119,A,233,,,1.14,6.34,1.12,6.25
2010,2,Apr,2009/2010,Charlotte Hornets,Milwaukee Bucks,CHA,MIL,80,87,86,H,173,,,1.63,2.43,1.6,2.45
2010,2,Apr,2009/2010,Indiana Pacers,Miami Heat,IND,MIA,89,96,105,A,201,,,1.86,2.04,1.8,2.04
2010,2,Apr,2009/2010,Washington Wizards,Chicago Bulls,WAS,CHI,,87,95,A,182,,,2.54,1.58,2.65,1.54
2010,2,Apr,2009/2010,Denver Nuggets,Portland Trail Blazers,DEN,POR,,109,92,H,201,,,1.55,2.65,1.5,2.7
2010,2,Apr,2009/2010,Dallas Mavericks,Orlando Magic,DAL,ORL,,82,97,A,179,,,2.11,1.81,2.1,1.76
2010,1,Apr,2009/2010,Portland Trail Blazers,New York Knicks,POR,NYK,,118,90,H,208,,,1.12,7.14,1.14,5.75
2010,1,Apr,2009/2010,Utah Jazz,Golden State Warriors,UTA,GSW,,128,104,H,232,,,1.08,10.25,1.06,10
2010,1,Apr,2009/2010,San Antonio Spurs,Houston Rockets,SAS,HOU,,119,102,H,221,,,1.12,7.71,1.11,7
2010,1,Apr,2009/2010,Memphis Grizzlies,Dallas Mavericks,MEM,DAL,90,102,106,A,208,,,2.17,1.78,2.1,1.76
2010,1,Apr,2009/2010,Minnesota Timberwolves,Sacramento Kings,MIN,SAC,,108,99,H,207,,,1.76,2.19,1.71,2.2
2010,1,Apr,2009/2010,New Orleans Pelicans,Washington Wizards,NOP,WAS,,91,96,A,187,,,1.2,5.31,1.18,5.25
2010,31,Mar,2009/2010,Boston Celtics,Oklahoma City Thunder,BOS,OKC,,104,109,A,213,,,1.65,2.38,1.6,2.45
2010,31,Mar,2009/2010,Brooklyn Nets,Phoenix Suns,BKN,PHX,,105,116,A,221,,,3.92,1.3,3.6,1.31
2010,31,Mar,2009/2010,Detroit Pistons,Miami Heat,DET,MIA,,81,98,A,179,,,3.39,1.37,3.2,1.37
2010,31,Mar,2009/2010,Atlanta Hawks,Los Angeles Lakers,ATL,LAL,,109,92,H,201,,,1.92,1.99,1.8,2.04
2010,31,Mar,2009/2010,Charlotte Hornets,Philadelphia 76ers,CHA,PHI,,103,84,H,187,,,1.15,6.23,1.15,5.5
2010,31,Mar,2009/2010,Cleveland Cavaliers,Milwaukee Bucks,CLE,MIL,,101,98,H,199,,,1.19,5.46,1.18,5.25
2010,1,Apr,2009/2010,Toronto Raptors,Los Angeles Clippers,TOR,LAC,,114,92,H,206,,,1.15,6.2,1.14,5.75
2010,31,Mar,2009/2010,Houston Rockets,Washington Wizards,HOU,WAS,,98,94,H,192,,,,,1.25,4.2
2010,31,Mar,2009/2010,Chicago Bulls,Phoenix Suns,CHI,PHX,,105,111,A,216,,,,,2.45,1.6
2010,31,Mar,2009/2010,Milwaukee Bucks,Los Angeles Clippers,MIL,LAC,,107,89,H,196,,,,,1.12,6.5
2010,30,Mar,2009/2010,Indiana Pacers,Sacramento Kings,IND,SAC,,102,95,H,197,,,,,1.4,3.1
2010,30,Mar,2009/2010,Philadelphia 76ers,Oklahoma City Thunder,PHI,OKC,,93,111,A,204,,,,,3,1.41
2010,30,Mar,2009/2010,Utah Jazz,New York Knicks,UTA,NYK,,103,98,H,201,,,,,1.12,6.5
2010,30,Mar,2009/2010,Dallas Mavericks,Denver Nuggets,DAL,DEN,,109,93,H,202,,,,,1.41,3
2010,30,Mar,2009/2010,New Orleans Pelicans,Los Angeles Lakers,NOP,LAL,,108,100,H,208,,,,,3.15,1.38
2010,29,Mar,2009/2010,Brooklyn Nets,San Antonio Spurs,BKN,SAS,,90,84,H,174,,,,,3.8,1.27
2010,29,Mar,2009/2010,Charlotte Hornets,Toronto Raptors,CHA,TOR,,101,103,A,204,,,,,1.29,3.7
2010,29,Mar,2009/2010,Los Angeles Clippers,Golden State Warriors,LAC,GSW,,103,121,A,224,,,,,1.34,3.35
2010,29,Mar,2009/2010,Boston Celtics,San Antonio Spurs,BOS,SAS,,73,94,A,167,,,,,1.6,2.45
2010,28,Mar,2009/2010,Minnesota Timberwolves,Phoenix Suns,MIN,PHX,,105,111,A,216,,,,,4.75,1.2
2010,28,Mar,2009/2010,Oklahoma City Thunder,Portland Trail Blazers,OKC,POR,,87,92,A,179,,,,,1.5,2.7
2010,28,Mar,2009/2010,Detroit Pistons,Chicago Bulls,DET,CHI,,103,110,A,213,,,,,1.76,2.1
2010,28,Mar,2009/2010,Miami Heat,Toronto Raptors,MIA,TOR,,97,94,H,191,,,,,1.33,3.4
2010,28,Mar,2009/2010,Orlando Magic,Denver Nuggets,ORL,DEN,,103,97,H,200,,,,,1.4,3.1
2010,28,Mar,2009/2010,Atlanta Hawks,Indiana Pacers,ATL,IND,,94,84,H,178,,,,,1.26,4
2010,28,Mar,2009/2010,Cleveland Cavaliers,Sacramento Kings,CLE,SAC,,97,90,H,187,,,,,1.06,10.5
2010,28,Mar,2009/2010,Milwaukee Bucks,Memphis Grizzlies,MIL,MEM,94,108,103,H,211,,,,,1.57,2.54
2010,28,Mar,2009/2010,Golden State Warriors,Dallas Mavericks,GSW,DAL,,90,111,A,201,,,,,2.6,1.55
2010,28,Mar,2009/2010,Houston Rockets,Los Angeles Lakers,HOU,LAL,,101,109,A,210,,,,,3.1,1.4
2010,28,Mar,2009/2010,Chicago Bulls,Brooklyn Nets,CHI,BKN,,106,83,H,189,,,,,1.2,4.75
2010,28,Mar,2009/2010,New Orleans Pelicans,Portland Trail Blazers,NOP,POR,,101,112,A,213,,,,,2.25,1.68
2010,27,Mar,2009/2010,Washington Wizards,Utah Jazz,WAS,UTA,,87,103,A,190,,,,,4.75,1.2
2010,27,Mar,2009/2010,Phoenix Suns,New York Knicks,PHX,NYK,,132,96,H,228,,,1.13,6.69,1.12,6.25
2010,26,Mar,2009/2010,Milwaukee Bucks,Miami Heat,MIL,MIA,,74,87,A,161,,,1.56,2.62,1.54,2.65
2010,26,Mar,2009/2010,San Antonio Spurs,Cleveland Cavaliers,SAS,CLE,,102,97,H,199,,,,,2.1,1.76
2010,26,Mar,2009/2010,Brooklyn Nets,Detroit Pistons,BKN,DET,,118,110,H,228,,,1.85,2.06,1.8,2.04
2010,26,Mar,2009/2010,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,,91,75,H,166,,,2.02,1.88,2.04,1.8
2010,26,Mar,2009/2010,Boston Celtics,Sacramento Kings,BOS,SAC,,94,86,H,180,,,,,1.1,7.5
2010,26,Mar,2009/2010,Charlotte Hornets,Washington Wizards,CHA,WAS,,107,96,H,203,,,1.17,5.8,1.15,5.5
2010,26,Mar,2009/2010,Indiana Pacers,Utah Jazz,IND,UTA,,122,106,H,228,,,2.97,1.45,2.95,1.42
2010,26,Mar,2009/2010,Orlando Magic,Minnesota Timberwolves,ORL,MIN,,106,97,H,203,,,1.03,17.5,1.02,16
2010,26,Mar,2009/2010,Philadelphia 76ers,Atlanta Hawks,PHI,ATL,,105,98,H,203,,,,,2.8,1.45
2010,26,Mar,2009/2010,Toronto Raptors,Denver Nuggets,TOR,DEN,,96,97,A,193,,,2.8,1.5,2.95,1.42
2010,26,Mar,2009/2010,Portland Trail Blazers,Dallas Mavericks,POR,DAL,,101,89,H,190,,,1.72,2.25,1.71,2.2
